"Date","Price","Open","High","Low","Vol.","Change %"
"05/28/2024","18,970.75","18,907.25","18,980.25","18,885.25","128.47K","0.34%"
"05/27/2024","18,907.00","18,837.25","18,955.75","18,834.25","82.23K","0.38%"
"05/26/2024","18,836.25","18,874.75","18,886.50","18,836.25","6.25K","-0.21%"
"05/24/2024","18,876.00","18,684.00","18,926.00","18,680.00","552.08K","0.96%"
"05/23/2024","18,696.25","18,860.50","19,023.25","18,621.50","851.58K","-0.48%"
"05/22/2024","18,786.75","18,798.25","18,891.00","18,684.25","578.44K","-0.07%"
"05/21/2024","18,799.25","18,746.00","18,808.75","18,678.00","426.12K","0.19%"
"05/20/2024","18,763.00","18,633.50","18,794.50","18,633.00","470.38K","0.69%"
"05/18/2024","18,633.75","18,633.75","18,633.75","18,633.75","","-0.01%"
"05/17/2024","18,635.25","18,642.00","18,686.75","18,545.00","489.23K","-0.08%"
"05/16/2024","18,650.00","18,693.25","18,760.75","18,633.25","548.58K","-0.22%"
"05/15/2024","18,691.75","18,409.75","18,707.00","18,393.00","605.87K","1.50%"
"05/14/2024","18,415.00","18,282.00","18,433.00","18,165.50","555.37K","0.65%"
"05/13/2024","18,295.50","18,238.00","18,336.25","18,228.75","411.04K","0.31%"
"05/11/2024","18,239.25","18,239.25","18,239.25","18,239.25","","-0.09%"
"05/10/2024","18,255.00","18,226.00","18,348.00","18,188.50","473.88K","0.22%"
"05/09/2024","18,214.50","18,160.75","18,240.25","18,103.75","471.20K","0.15%"
"05/08/2024","18,186.50","18,194.00","18,242.25","18,072.50","453.71K","-0.07%"
"05/07/2024","18,199.50","18,189.50","18,266.25","18,151.00","469.72K","0.02%"
"05/06/2024","18,195.50","18,047.50","18,201.25","17,983.75","395.49K","0.94%"
"05/04/2024","18,025.50","18,025.50","18,025.50","18,025.50","","0.14%"
"05/03/2024","18,000.75","17,744.25","18,050.25","17,719.50","556.95K","1.99%"
"05/02/2024","17,649.75","17,487.00","17,755.25","17,386.25","635.30K","1.21%"
"05/01/2024","17,438.25","17,462.50","17,793.25","17,399.25","791.17K","-0.76%"
"04/30/2024","17,571.25","17,918.50","17,920.25","17,473.50","677.70K","-1.86%"
"04/29/2024","17,904.25","17,864.75","17,949.00","17,791.25","528.89K","0.38%"
"04/27/2024","17,836.75","17,836.75","17,836.75","17,836.75","","-0.05%"
"04/26/2024","17,845.75","17,808.25","17,901.50","17,668.25","628.23K","1.58%"
"04/25/2024","17,567.50","17,450.00","17,827.50","17,308.25","820.01K","-0.55%"
"04/24/2024","17,664.50","17,682.00","17,795.50","17,481.75","667.40K","0.33%"
"04/23/2024","17,606.75","17,352.25","17,666.00","17,286.25","601.83K","1.48%"
"04/22/2024","17,350.00","17,228.25","17,448.00","17,148.50","646.13K","0.99%"
"04/20/2024","17,179.25","17,179.25","17,179.25","17,179.25","","-0.01%"
"04/19/2024","17,180.75","17,530.75","17,553.25","17,113.25","1.02M","-2.09%"
"04/18/2024","17,547.25","17,669.75","17,770.75","17,506.25","756.16K","-0.63%"
"04/17/2024","17,658.50","17,897.00","17,968.50","17,615.25","844.75K","-1.25%"
"04/16/2024","17,881.25","17,879.00","17,988.00","17,792.00","766.36K","0.03%"
"04/15/2024","17,876.25","18,151.00","18,350.75","17,841.50","797.32K","-1.63%"
"04/13/2024","18,172.50","18,172.50","18,172.50","18,172.50","","-0.04%"
"04/12/2024","18,179.25","18,486.25","18,507.75","18,120.25","787.33K","-1.65%"
"04/11/2024","18,485.00","18,184.00","18,518.75","18,088.00","728.80K","1.58%"
"04/10/2024","18,196.75","18,381.00","18,474.25","18,053.50","880.50K","-0.89%"
"04/09/2024","18,359.75","18,314.75","18,407.25","18,160.75","696.07K","0.35%"
"04/08/2024","18,295.00","18,348.25","18,376.00","18,237.50","524.20K","-0.03%"
"04/05/2024","18,300.75","18,086.25","18,408.25","18,051.50","809.19K","1.24%"
"04/04/2024","18,076.75","18,388.50","18,568.00","18,055.25","777.14K","-1.61%"
"04/03/2024","18,373.25","18,345.00","18,451.75","18,232.50","597.99K","0.24%"
"04/02/2024","18,330.00","18,497.25","18,511.00","18,201.50","618.98K","-0.90%"
"04/01/2024","18,497.25","18,503.00","18,612.00","18,414.50","572.13K","0.12%"
"03/28/2024","18,475.00","18,505.00","18,538.75","18,447.50","515.19K","-0.16%"
"03/27/2024","18,503.75","18,477.50","18,571.75","18,378.50","605.63K","0.30%"
"03/26/2024","18,449.00","18,531.25","18,619.00","18,439.25","516.51K","-0.35%"
"03/25/2024","18,513.50","18,567.00","18,601.25","18,414.75","456.25K","-0.33%"
